market,month,year,quantity,priceMin,priceMax,priceMod,state,city,date
JAMMU,January,2005,15100,536,584,560,JK,JAMMU,Jan-05
JAMMU,January,2006,10710,661,747,704,JK,JAMMU,Jan-06
JAMMU,January,2007,8830,1169,1265,1217,JK,JAMMU,Jan-07
JAMMU,January,2008,11790,562,638,600,JK,JAMMU,Jan-08
JAMMU,January,2009,1690,1613,1763,1675,JK,JAMMU,Jan-09
JAMMU,January,2010,15310,1590,1705,1649,JK,JAMMU,Jan-10
JAMMU,January,2011,10530,3455,3795,3645,JK,JAMMU,Jan-11
JAMMU,January,2012,29580,740,840,790,JK,JAMMU,Jan-12
JAMMU,January,2013,16601,1263,1363,1313,JK,JAMMU,Jan-13
JAMMU,January,2014,720,1200,1600,1400,JK,JAMMU,Jan-14
JAMMU,January,2015,25440,1645,1770,1708,JK,JAMMU,Jan-15
JAMMU,January,2016,21060,1200,1450,1325,JK,JAMMU,Jan-16
JAMMU,February,2005,7690,500,554,527,JK,JAMMU,Feb-05
JAMMU,February,2006,15210,503,567,532,JK,JAMMU,Feb-06
JAMMU,February,2007,11160,1356,1472,1414,JK,JAMMU,Feb-07
JAMMU,February,2008,11580,512,573,542,JK,JAMMU,Feb-08
JAMMU,February,2009,6300,1177,1359,1268,JK,JAMMU,Feb-09
JAMMU,February,2010,19260,1457,1543,1500,JK,JAMMU,Feb-10
JAMMU,February,2011,18740,1271,1444,1390,JK,JAMMU,Feb-11
JAMMU,February,2012,35120,676,770,723,JK,JAMMU,Feb-12
JAMMU,February,2013,14848,1462,1573,1515,JK,JAMMU,Feb-13
JAMMU,February,2014,10670,1033,1211,1122,JK,JAMMU,Feb-14
JAMMU,February,2015,23120,1817,1981,1896,JK,JAMMU,Feb-15
JAMMU,February,2016,18810,1106,1306,1209,JK,JAMMU,Feb-16
JAMMU,March,2005,2760,500,550,525,JK,JAMMU,Mar-05
JAMMU,March,2006,16480,466,533,499,JK,JAMMU,Mar-06
JAMMU,March,2007,9040,1017,1125,1071,JK,JAMMU,Mar-07
JAMMU,March,2008,1540,550,600,575,JK,JAMMU,Mar-08
JAMMU,March,2009,6670,1219,1356,1288,JK,JAMMU,Mar-09
JAMMU,March,2010,26450,958,1074,1024,JK,JAMMU,Mar-10
JAMMU,March,2011,35380,769,863,816,JK,JAMMU,Mar-11
JAMMU,March,2012,34860,696,787,742,JK,JAMMU,Mar-12
JAMMU,March,2013,21220,1194,1294,1244,JK,JAMMU,Mar-13
JAMMU,March,2014,10480,1122,1244,1183,JK,JAMMU,Mar-14
JAMMU,March,2015,24445,1769,1950,1856,JK,JAMMU,Mar-15
JAMMU,April,2005,14180,550,646,598,JK,JAMMU,Apr-05
JAMMU,April,2006,11820,477,544,510,JK,JAMMU,Apr-06
JAMMU,April,2007,9010,854,946,900,JK,JAMMU,Apr-07
JAMMU,April,2008,14350,572,647,610,JK,JAMMU,Apr-08
JAMMU,April,2009,12710,904,1015,960,JK,JAMMU,Apr-09
JAMMU,April,2010,28950,877,956,917,JK,JAMMU,Apr-10
JAMMU,April,2011,26910,695,795,745,JK,JAMMU,Apr-11
JAMMU,April,2012,35380,704,811,758,JK,JAMMU,Apr-12
JAMMU,April,2013,19420,1169,1285,1227,JK,JAMMU,Apr-13
JAMMU,April,2014,16090,1209,1382,1296,JK,JAMMU,Apr-14
JAMMU,April,2015,15250,1529,1671,1596,JK,JAMMU,Apr-15
JAMMU,May,2005,16225,500,585,542,JK,JAMMU,May-05
JAMMU,May,2006,8535,442,517,479,JK,JAMMU,May-06
JAMMU,May,2007,4020,725,813,769,JK,JAMMU,May-07
JAMMU,May,2008,15200,518,609,568,JK,JAMMU,May-08
JAMMU,May,2009,16470,738,853,796,JK,JAMMU,May-09
JAMMU,May,2010,31040,724,806,765,JK,JAMMU,May-10
JAMMU,May,2011,29230,658,782,720,JK,JAMMU,May-11
JAMMU,May,2012,38819,662,744,703,JK,JAMMU,May-12
JAMMU,May,2013,32540,1078,1178,1128,JK,JAMMU,May-13
JAMMU,May,2014,24360,1175,1350,1260,JK,JAMMU,May-14
JAMMU,May,2015,26000,1520,1673,1597,JK,JAMMU,May-15
JAMMU,June,2005,18953,416,510,463,JK,JAMMU,Jun-05
JAMMU,June,2006,9570,465,535,500,JK,JAMMU,Jun-06
JAMMU,June,2007,10830,841,950,891,JK,JAMMU,Jun-07
JAMMU,June,2008,10630,515,615,565,JK,JAMMU,Jun-08
JAMMU,June,2009,15480,753,844,799,JK,JAMMU,Jun-09
JAMMU,June,2010,31160,715,810,763,JK,JAMMU,Jun-10
JAMMU,June,2011,21710,614,754,685,JK,JAMMU,Jun-11
JAMMU,June,2012,35480,692,756,726,JK,JAMMU,Jun-12
JAMMU,June,2013,26150,1142,1263,1203,JK,JAMMU,Jun-13
JAMMU,June,2014,22824,1446,1576,1511,JK,JAMMU,Jun-14
JAMMU,June,2015,20790,1812,2112,1962,JK,JAMMU,Jun-15
JAMMU,July,2005,12085,504,585,544,JK,JAMMU,Jul-05
JAMMU,July,2006,8550,570,667,618,JK,JAMMU,Jul-06
JAMMU,July,2007,13350,1025,1154,1089,JK,JAMMU,Jul-07
JAMMU,July,2008,6120,707,914,811,JK,JAMMU,Jul-08
JAMMU,July,2009,14310,779,911,846,JK,JAMMU,Jul-09
JAMMU,July,2010,19380,835,967,901,JK,JAMMU,Jul-10
JAMMU,July,2011,19930,858,1034,950,JK,JAMMU,Jul-11
JAMMU,July,2012,24990,852,963,908,JK,JAMMU,Jul-12
JAMMU,July,2013,22390,1758,2016,1887,JK,JAMMU,Jul-13
JAMMU,July,2014,14400,2030,2470,2295,JK,JAMMU,Jul-14
JAMMU,July,2015,19010,2222,2650,2433,JK,JAMMU,Jul-15
JAMMU,August,2005,11200,650,724,687,JK,JAMMU,Aug-05
JAMMU,August,2006,7680,592,702,647,JK,JAMMU,Aug-06
JAMMU,August,2007,8390,1486,1589,1538,JK,JAMMU,Aug-07
JAMMU,August,2008,3330,933,1100,1017,JK,JAMMU,Aug-08
JAMMU,August,2009,9900,645,959,802,JK,JAMMU,Aug-09
JAMMU,August,2010,20640,1046,1174,1111,JK,JAMMU,Aug-10
JAMMU,August,2011,18930,1273,1427,1352,JK,JAMMU,Aug-11
JAMMU,August,2012,18610,1000,1115,1056,JK,JAMMU,Aug-12
JAMMU,August,2013,11710,3067,3450,3258,JK,JAMMU,Aug-13
JAMMU,August,2014,15320,2029,2290,2160,JK,JAMMU,Aug-14
JAMMU,August,2015,11510,3806,4400,4103,JK,JAMMU,Aug-15
JAMMU,September,2005,10650,1133,1283,1210,JK,JAMMU,Sep-05
JAMMU,September,2006,9400,582,689,636,JK,JAMMU,Sep-06
JAMMU,September,2007,2420,1700,1800,1750,JK,JAMMU,Sep-07
JAMMU,September,2008,10010,775,983,879,JK,JAMMU,Sep-08
JAMMU,September,2009,21360,796,935,867,JK,JAMMU,Sep-09
JAMMU,September,2010,9825,1495,1688,1630,JK,JAMMU,Sep-10
JAMMU,September,2011,18490,1542,1681,1612,JK,JAMMU,Sep-11
JAMMU,September,2012,18070,1080,1187,1133,JK,JAMMU,Sep-12
JAMMU,September,2013,8870,4567,5100,4858,JK,JAMMU,Sep-13
JAMMU,September,2014,15120,1888,2082,1985,JK,JAMMU,Sep-14
JAMMU,September,2015,18000,3426,4821,4124,JK,JAMMU,Sep-15
JAMMU,October,2005,4940,1329,1438,1383,JK,JAMMU,Oct-05
JAMMU,October,2006,8520,633,767,700,JK,JAMMU,Oct-06
JAMMU,October,2007,900,1900,2000,1950,JK,JAMMU,Oct-07
JAMMU,October,2008,3320,838,963,900,JK,JAMMU,Oct-08
JAMMU,October,2009,13280,1575,1700,1638,JK,JAMMU,Oct-09
JAMMU,October,2010,21030,1716,1848,1782,JK,JAMMU,Oct-10
JAMMU,October,2011,9117,1186,1360,1300,JK,JAMMU,Oct-11
JAMMU,October,2012,25830,1082,1218,1150,JK,JAMMU,Oct-12
JAMMU,October,2013,6300,4050,4983,4517,JK,JAMMU,Oct-13
JAMMU,October,2014,13410,1925,2256,2091,JK,JAMMU,Oct-14
JAMMU,October,2015,21660,3161,4017,3589,JK,JAMMU,Oct-15
JAMMU,November,2005,5190,1340,1470,1405,JK,JAMMU,Nov-05
JAMMU,November,2006,8110,675,771,723,JK,JAMMU,Nov-06
JAMMU,November,2007,2135,1000,1100,1050,JK,JAMMU,Nov-07
JAMMU,November,2008,8390,1169,1338,1254,JK,JAMMU,Nov-08
JAMMU,November,2009,14940,1611,1711,1661,JK,JAMMU,Nov-09
JAMMU,November,2010,16030,2118,2414,2259,JK,JAMMU,Nov-10
JAMMU,November,2011,16093,935,1105,1049,JK,JAMMU,Nov-11
JAMMU,November,2012,21240,1075,1203,1142,JK,JAMMU,Nov-12
JAMMU,November,2013,9640,3467,4073,3770,JK,JAMMU,Nov-13
JAMMU,November,2014,13590,1850,2043,1946,JK,JAMMU,Nov-14
JAMMU,November,2015,19070,2590,2995,2793,JK,JAMMU,Nov-15
JAMMU,December,2005,6660,945,1046,996,JK,JAMMU,Dec-05
JAMMU,December,2006,8470,875,971,923,JK,JAMMU,Dec-06
JAMMU,December,2007,1890,917,967,942,JK,JAMMU,Dec-07
JAMMU,December,2008,2970,1275,1425,1350,JK,JAMMU,Dec-08
JAMMU,December,2009,7330,1655,1786,1720,JK,JAMMU,Dec-09
JAMMU,December,2010,12710,2526,2930,2741,JK,JAMMU,Dec-10
JAMMU,December,2011,27880,812,924,868,JK,JAMMU,Dec-11
JAMMU,December,2012,15660,1169,1269,1219,JK,JAMMU,Dec-12
JAMMU,December,2013,11630,1844,2078,1967,JK,JAMMU,Dec-13
JAMMU,December,2014,12600,1821,2050,1936,JK,JAMMU,Dec-14
JAMMU,December,2015,22440,1605,1900,1753,JK,JAMMU,Dec-15
JAMNAGAR(GUJ),January,2016,4229,382,1186,784,GUJ,JAMNAGAR,Jan-16
JAMNAGAR(GUJ),February,2016,3775,157,807,482,GUJ,JAMNAGAR,Feb-16
JAMNAGAR(GUJ),October,2015,12527,731,3056,1894,GUJ,JAMNAGAR,Oct-15
JAMNAGAR(GUJ),November,2015,8575,345,1965,1156,GUJ,JAMNAGAR,Nov-15
JAMNAGAR(GUJ),December,2015,4078,359,1400,880,GUJ,JAMNAGAR,Dec-15
JODHPUR(RAJ),January,2005,1571,217,353,285,RAJ,JODHPUR,Jan-05
JODHPUR(RAJ),January,2006,2367,325,413,357,RAJ,JODHPUR,Jan-06
JODHPUR(RAJ),January,2007,10177,532,898,719,RAJ,JODHPUR,Jan-07
JODHPUR(RAJ),January,2008,13375,219,415,319,RAJ,JODHPUR,Jan-08
JODHPUR(RAJ),January,2009,8174,659,1326,990,RAJ,JODHPUR,Jan-09
JODHPUR(RAJ),January,2010,16199,603,1302,954,RAJ,JODHPUR,Jan-10
JODHPUR(RAJ),January,2011,13586,1581,2895,2273,RAJ,JODHPUR,Jan-11
JODHPUR(RAJ),January,2012,26169,311,526,422,RAJ,JODHPUR,Jan-12
JODHPUR(RAJ),January,2013,16187,723,1389,1057,RAJ,JODHPUR,Jan-13
JODHPUR(RAJ),January,2014,25772,626,1064,863,RAJ,JODHPUR,Jan-14
JODHPUR(RAJ),January,2015,19930,830,1545,1168,RAJ,JODHPUR,Jan-15
JODHPUR(RAJ),January,2016,12796,471,1406,956,RAJ,JODHPUR,Jan-16
JODHPUR(RAJ),February,2005,5247,195,365,283,RAJ,JODHPUR,Feb-05
JODHPUR(RAJ),February,2006,3475,200,294,244,RAJ,JODHPUR,Feb-06
JODHPUR(RAJ),February,2007,11850,568,1064,823,RAJ,JODHPUR,Feb-07
JODHPUR(RAJ),February,2008,18236,202,344,275,RAJ,JODHPUR,Feb-08
JODHPUR(RAJ),February,2009,9992,590,1062,823,RAJ,JODHPUR,Feb-09
JODHPUR(RAJ),February,2010,21475,530,1142,832,RAJ,JODHPUR,Feb-10
JODHPUR(RAJ),February,2011,15297,718,1229,1034,RAJ,JODHPUR,Feb-11
JODHPUR(RAJ),February,2012,22114,293,485,391,RAJ,JODHPUR,Feb-12
JODHPUR(RAJ),February,2013,20696,823,1520,1180,RAJ,JODHPUR,Feb-13
JODHPUR(RAJ),February,2014,29515,457,776,626,RAJ,JODHPUR,Feb-14
JODHPUR(RAJ),February,2015,25957,928,1561,1269,RAJ,JODHPUR,Feb-15
JODHPUR(RAJ),February,2016,14885,523,1108,887,RAJ,JODHPUR,Feb-16
JODHPUR(RAJ),March,2006,4353,205,310,260,RAJ,JODHPUR,Mar-06
JODHPUR(RAJ),March,2007,22172,397,752,570,RAJ,JODHPUR,Mar-07
JODHPUR(RAJ),March,2008,19255,223,413,316,RAJ,JODHPUR,Mar-08
JODHPUR(RAJ),March,2009,22282,508,899,702,RAJ,JODHPUR,Mar-09
JODHPUR(RAJ),March,2010,27935,361,702,537,RAJ,JODHPUR,Mar-10
JODHPUR(RAJ),March,2011,30055,314,600,461,RAJ,JODHPUR,Mar-11
JODHPUR(RAJ),March,2012,27099,344,525,435,RAJ,JODHPUR,Mar-12
JODHPUR(RAJ),March,2013,24336,629,1095,883,RAJ,JODHPUR,Mar-13
JODHPUR(RAJ),March,2014,33355,524,934,745,RAJ,JODHPUR,Mar-14
JODHPUR(RAJ),March,2015,35530,800,1456,1150,RAJ,JODHPUR,Mar-15
JODHPUR(RAJ),April,2005,6349,193,339,268,RAJ,JODHPUR,Apr-05
JODHPUR(RAJ),April,2006,1845,178,280,234,RAJ,JODHPUR,Apr-06
JODHPUR(RAJ),April,2007,25878,364,602,485,RAJ,JODHPUR,Apr-07
JODHPUR(RAJ),April,2008,23406,205,385,295,RAJ,JODHPUR,Apr-08
JODHPUR(RAJ),April,2009,22455,406,633,519,RAJ,JODHPUR,Apr-09
JODHPUR(RAJ),April,2010,38248,332,486,407,RAJ,JODHPUR,Apr-10
JODHPUR(RAJ),April,2011,25283,303,473,391,RAJ,JODHPUR,Apr-11
JODHPUR(RAJ),April,2012,34238,338,498,421,RAJ,JODHPUR,Apr-12
JODHPUR(RAJ),April,2013,32252,584,908,749,RAJ,JODHPUR,Apr-13
JODHPUR(RAJ),April,2014,29610,406,868,676,RAJ,JODHPUR,Apr-14
JODHPUR(RAJ),April,2015,24316,525,1338,1007,RAJ,JODHPUR,Apr-15
JODHPUR(RAJ),May,2005,4352,150,244,187,RAJ,JODHPUR,May-05
JODHPUR(RAJ),May,2006,1983,160,242,205,RAJ,JODHPUR,May-06
JODHPUR(RAJ),May,2007,21131,231,426,331,RAJ,JODHPUR,May-07
JODHPUR(RAJ),May,2008,29293,197,324,263,RAJ,JODHPUR,May-08
JODHPUR(RAJ),May,2009,23748,257,507,382,RAJ,JODHPUR,May-09
JODHPUR(RAJ),May,2010,39242,296,382,339,RAJ,JODHPUR,May-10
JODHPUR(RAJ),May,2011,33567,236,430,338,RAJ,JODHPUR,May-11
JODHPUR(RAJ),May,2012,24617,237,426,330,RAJ,JODHPUR,May-12
JODHPUR(RAJ),May,2013,24091,492,780,643,RAJ,JODHPUR,May-13
JODHPUR(RAJ),May,2014,19815,488,876,703,RAJ,JODHPUR,May-14
JODHPUR(RAJ),May,2015,20115,487,980,753,RAJ,JODHPUR,May-15
JODHPUR(RAJ),June,2005,7210,138,286,206,RAJ,JODHPUR,Jun-05
JODHPUR(RAJ),June,2006,23184,159,301,231,RAJ,JODHPUR,Jun-06
JODHPUR(RAJ),June,2007,45234,243,566,412,RAJ,JODHPUR,Jun-07
JODHPUR(RAJ),June,2008,23747,202,400,298,RAJ,JODHPUR,Jun-08
JODHPUR(RAJ),June,2009,32188,214,527,371,RAJ,JODHPUR,Jun-09
JODHPUR(RAJ),June,2010,44771,194,406,301,RAJ,JODHPUR,Jun-10
JODHPUR(RAJ),June,2011,48158,235,492,360,RAJ,JODHPUR,Jun-11
JODHPUR(RAJ),June,2012,19183,227,493,359,RAJ,JODHPUR,Jun-12
JODHPUR(RAJ),June,2013,19094,575,1035,811,RAJ,JODHPUR,Jun-13
JODHPUR(RAJ),June,2014,17266,455,918,705,RAJ,JODHPUR,Jun-14
JODHPUR(RAJ),June,2015,13046,650,1319,1015,RAJ,JODHPUR,Jun-15
JODHPUR(RAJ),July,2005,7316,172,328,246,RAJ,JODHPUR,Jul-05
JODHPUR(RAJ),July,2006,19454,163,326,247,RAJ,JODHPUR,Jul-06
JODHPUR(RAJ),July,2007,20923,268,760,517,RAJ,JODHPUR,Jul-07
JODHPUR(RAJ),July,2008,23604,226,620,421,RAJ,JODHPUR,Jul-08
JODHPUR(RAJ),July,2009,26998,177,592,373,RAJ,JODHPUR,Jul-09
JODHPUR(RAJ),July,2010,34139,220,633,428,RAJ,JODHPUR,Jul-10
JODHPUR(RAJ),July,2011,20336,314,790,555,RAJ,JODHPUR,Jul-11
JODHPUR(RAJ),July,2012,20798,350,626,484,RAJ,JODHPUR,Jul-12
JODHPUR(RAJ),July,2013,17966,737,1744,1277,RAJ,JODHPUR,Jul-13
JODHPUR(RAJ),July,2014,10057,1047,1658,1372,RAJ,JODHPUR,Jul-14
JODHPUR(RAJ),July,2015,14864,778,1761,1278,RAJ,JODHPUR,Jul-15
JODHPUR(RAJ),August,2005,1003,250,413,332,RAJ,JODHPUR,Aug-05
JODHPUR(RAJ),August,2006,15966,173,390,283,RAJ,JODHPUR,Aug-06
JODHPUR(RAJ),August,2007,12585,419,1161,793,RAJ,JODHPUR,Aug-07
JODHPUR(RAJ),August,2008,21090,236,732,487,RAJ,JODHPUR,Aug-08
JODHPUR(RAJ),August,2009,10745,283,782,532,RAJ,JODHPUR,Aug-09
JODHPUR(RAJ),August,2010,27912,268,793,558,RAJ,JODHPUR,Aug-10
JODHPUR(RAJ),August,2011,11658,409,1047,742,RAJ,JODHPUR,Aug-11
JODHPUR(RAJ),August,2012,17364,383,716,548,RAJ,JODHPUR,Aug-12
JODHPUR(RAJ),August,2013,8501,1250,3074,2350,RAJ,JODHPUR,Aug-13
JODHPUR(RAJ),August,2014,8025,827,1573,1253,RAJ,JODHPUR,Aug-14
JODHPUR(RAJ),August,2015,7496,1340,3647,2540,RAJ,JODHPUR,Aug-15
JODHPUR(RAJ),September,2005,344,400,700,625,RAJ,JODHPUR,Sep-05
JODHPUR(RAJ),September,2006,14606,146,348,247,RAJ,JODHPUR,Sep-06
JODHPUR(RAJ),September,2007,6538,457,1355,896,RAJ,JODHPUR,Sep-07
JODHPUR(RAJ),September,2008,14889,200,674,433,RAJ,JODHPUR,Sep-08
JODHPUR(RAJ),September,2009,14380,314,714,526,RAJ,JODHPUR,Sep-09
JODHPUR(RAJ),September,2010,13384,454,1140,781,RAJ,JODHPUR,Sep-10
JODHPUR(RAJ),September,2011,15127,423,1091,876,RAJ,JODHPUR,Sep-11
JODHPUR(RAJ),September,2012,13826,256,640,451,RAJ,JODHPUR,Sep-12
JODHPUR(RAJ),September,2013,9994,1972,4167,3278,RAJ,JODHPUR,Sep-13
JODHPUR(RAJ),September,2014,18155,797,1487,1128,RAJ,JODHPUR,Sep-14
JODHPUR(RAJ),September,2015,11590,2097,4067,3250,RAJ,JODHPUR,Sep-15
JODHPUR(RAJ),October,2005,585,500,900,700,RAJ,JODHPUR,Oct-05
JODHPUR(RAJ),October,2006,12178,151,390,268,RAJ,JODHPUR,Oct-06
JODHPUR(RAJ),October,2007,16474,525,1419,972,RAJ,JODHPUR,Oct-07
JODHPUR(RAJ),October,2008,9021,238,698,465,RAJ,JODHPUR,Oct-08
JODHPUR(RAJ),October,2009,17900,615,1326,956,RAJ,JODHPUR,Oct-09
JODHPUR(RAJ),October,2010,15475,564,1406,968,RAJ,JODHPUR,Oct-10
JODHPUR(RAJ),October,2011,13771,432,1165,837,RAJ,JODHPUR,Oct-11
JODHPUR(RAJ),October,2012,18609,359,783,578,RAJ,JODHPUR,Oct-12
JODHPUR(RAJ),October,2013,16975,1160,3810,2680,RAJ,JODHPUR,Oct-13
JODHPUR(RAJ),October,2014,14924,908,1575,1233,RAJ,JODHPUR,Oct-14
JODHPUR(RAJ),October,2015,13980,1500,3036,2379,RAJ,JODHPUR,Oct-15
JODHPUR(RAJ),November,2006,11914,167,525,345,RAJ,JODHPUR,Nov-06
JODHPUR(RAJ),November,2007,16281,420,932,686,RAJ,JODHPUR,Nov-07
JODHPUR(RAJ),November,2008,10348,398,1064,712,RAJ,JODHPUR,Nov-08
JODHPUR(RAJ),November,2009,14140,603,1320,964,RAJ,JODHPUR,Nov-09
JODHPUR(RAJ),November,2010,18607,664,1739,1196,RAJ,JODHPUR,Nov-10
JODHPUR(RAJ),November,2011,17331,461,1092,829,RAJ,JODHPUR,Nov-11
JODHPUR(RAJ),November,2012,18485,357,1113,747,RAJ,JODHPUR,Nov-12
JODHPUR(RAJ),November,2013,15449,1711,4000,3053,RAJ,JODHPUR,Nov-13
JODHPUR(RAJ),November,2014,20092,914,1586,1269,RAJ,JODHPUR,Nov-14
JODHPUR(RAJ),November,2015,17443,993,2547,1927,RAJ,JODHPUR,Nov-15
JODHPUR(RAJ),December,2006,12287,288,623,457,RAJ,JODHPUR,Dec-06
JODHPUR(RAJ),December,2007,13471,314,571,442,RAJ,JODHPUR,Dec-07
JODHPUR(RAJ),December,2008,10146,559,1179,876,RAJ,JODHPUR,Dec-08
JODHPUR(RAJ),December,2009,18887,582,1237,910,RAJ,JODHPUR,Dec-09
JODHPUR(RAJ),December,2010,16870,910,2582,1755,RAJ,JODHPUR,Dec-10
JODHPUR(RAJ),December,2011,23554,389,761,600,RAJ,JODHPUR,Dec-11
JODHPUR(RAJ),December,2012,14266,366,1106,741,RAJ,JODHPUR,Dec-12
JODHPUR(RAJ),December,2013,19495,771,1981,1390,RAJ,JODHPUR,Dec-13
JODHPUR(RAJ),December,2014,20415,759,1576,1200,RAJ,JODHPUR,Dec-14
JODHPUR(RAJ),December,2015,11388,731,1922,1456,RAJ,JODHPUR,Dec-15
JUNNAR(MS),January,2005,25147,238,428,341,MS,JUNNAR,Jan-05
JUNNAR(MS),January,2006,7863,240,440,350,MS,JUNNAR,Jan-06
JUNNAR(MS),January,2007,4169,525,1138,925,MS,JUNNAR,Jan-07
JUNNAR(MS),January,2008,10647,98,458,300,MS,JUNNAR,Jan-08
JUNNAR(MS),January,2009,1285,500,1650,1250,MS,JUNNAR,Jan-09
JUNNAR(MS),January,2010,28355,1156,1788,1481,MS,JUNNAR,Jan-10
JUNNAR(MS),January,2011,12467,1620,3362,2540,MS,JUNNAR,Jan-11
JUNNAR(MS),January,2012,1100,325,625,475,MS,JUNNAR,Jan-12
JUNNAR(MS),January,2013,548,500,1650,1150,MS,JUNNAR,Jan-13
JUNNAR(MS),February,2005,18250,223,362,292,MS,JUNNAR,Feb-05
JUNNAR(MS),February,2006,11350,206,353,281,MS,JUNNAR,Feb-06
JUNNAR(MS),February,2007,30534,543,1079,954,MS,JUNNAR,Feb-07
JUNNAR(MS),February,2008,20262,88,435,300,MS,JUNNAR,Feb-08
JUNNAR(MS),February,2009,79308,565,1192,935,MS,JUNNAR,Feb-09
JUNNAR(MS),February,2010,16864,700,1263,975,MS,JUNNAR,Feb-10
JUNNAR(MS),February,2012,7485,225,525,425,MS,JUNNAR,Feb-12
JUNNAR(MS),February,2013,1570,500,1350,1000,MS,JUNNAR,Feb-13
JUNNAR(MS),February,2016,2072,500,1300,1000,MS,JUNNAR,Feb-16
JUNNAR(MS),March,2005,60474,175,328,263,MS,JUNNAR,Mar-05
JUNNAR(MS),March,2006,31408,121,297,246,MS,JUNNAR,Mar-06
JUNNAR(MS),March,2007,50556,370,788,690,MS,JUNNAR,Mar-07
JUNNAR(MS),March,2009,145514,360,883,690,MS,JUNNAR,Mar-09
JUNNAR(MS),April,2005,44859,155,345,255,MS,JUNNAR,Apr-05
JUNNAR(MS),April,2006,12612,117,283,213,MS,JUNNAR,Apr-06
JUNNAR(MS),April,2007,42550,213,563,463,MS,JUNNAR,Apr-07
JUNNAR(MS),April,2008,2429,200,400,275,MS,JUNNAR,Apr-08
JUNNAR(MS),April,2009,45239,310,601,457,MS,JUNNAR,Apr-09
JUNNAR(MS),April,2010,43195,150,713,575,MS,JUNNAR,Apr-10
JUNNAR(MS),April,2011,2759,367,617,467,MS,JUNNAR,Apr-11
JUNNAR(MS),April,2012,3650,275,555,436,MS,JUNNAR,Apr-12
JUNNAR(MS),April,2013,4080,425,800,650,MS,JUNNAR,Apr-13
JUNNAR(MS),April,2015,4610,500,1400,900,MS,JUNNAR,Apr-15
JUNNAR(MS),May,2005,11634,163,344,263,MS,JUNNAR,May-05
JUNNAR(MS),May,2006,17305,100,264,216,MS,JUNNAR,May-06
JUNNAR(MS),May,2007,28467,283,570,500,MS,JUNNAR,May-07
JUNNAR(MS),May,2008,22275,110,338,250,MS,JUNNAR,May-08
JUNNAR(MS),May,2009,56565,291,572,472,MS,JUNNAR,May-09
JUNNAR(MS),May,2011,9827,288,625,500,MS,JUNNAR,May-11
JUNNAR(MS),May,2012,1485,300,600,400,MS,JUNNAR,May-12
JUNNAR(MS),May,2013,9924,500,1055,875,MS,JUNNAR,May-13
JUNNAR(MS),May,2014,3492,400,1500,900,MS,JUNNAR,May-14
JUNNAR(MS),May,2015,18014,833,1933,1467,MS,JUNNAR,May-15
JUNNAR(MS),June,2006,37358,120,342,250,MS,JUNNAR,Jun-06
JUNNAR(MS),June,2009,46270,387,718,573,MS,JUNNAR,Jun-09
JUNNAR(MS),June,2010,10765,600,800,700,MS,JUNNAR,Jun-10
JUNNAR(MS),June,2011,32178,446,946,756,MS,JUNNAR,Jun-11
JUNNAR(MS),June,2013,18634,500,1750,1313,MS,JUNNAR,Jun-13
JUNNAR(MS),June,2014,3464,500,1250,800,MS,JUNNAR,Jun-14
JUNNAR(MS),July,2005,7042,275,475,375,MS,JUNNAR,Jul-05
JUNNAR(MS),July,2006,7514,200,435,300,MS,JUNNAR,Jul-06
JUNNAR(MS),July,2007,29425,417,1140,833,MS,JUNNAR,Jul-07
JUNNAR(MS),July,2008,3142,300,700,500,MS,JUNNAR,Jul-08
JUNNAR(MS),July,2009,51293,338,707,553,MS,JUNNAR,Jul-09
JUNNAR(MS),July,2011,38816,420,1030,780,MS,JUNNAR,Jul-11
JUNNAR(MS),July,2012,7620,200,825,625,MS,JUNNAR,Jul-12
JUNNAR(MS),July,2013,18335,1000,2480,2000,MS,JUNNAR,Jul-13
JUNNAR(MS),July,2014,3377,1700,2300,2000,MS,JUNNAR,Jul-14
JUNNAR(MS),August,2005,30087,307,679,457,MS,JUNNAR,Aug-05
JUNNAR(MS),August,2006,6792,200,375,300,MS,JUNNAR,Aug-06
JUNNAR(MS),August,2007,52198,420,1512,1400,MS,JUNNAR,Aug-07
JUNNAR(MS),August,2009,60807,399,817,627,MS,JUNNAR,Aug-09
JUNNAR(MS),August,2010,30451,481,1114,825,MS,JUNNAR,Aug-10
JUNNAR(MS),August,2011,20408,611,1326,956,MS,JUNNAR,Aug-11
JUNNAR(MS),August,2013,26227,1500,3933,3000,MS,JUNNAR,Aug-13
JUNNAR(MS),August,2015,10818,3333,6167,5333,MS,JUNNAR,Aug-15
JUNNAR(MS),September,2006,26390,293,493,393,MS,JUNNAR,Sep-06
JUNNAR(MS),September,2007,26277,708,1653,1392,MS,JUNNAR,Sep-07
JUNNAR(MS),September,2009,69506,421,786,617,MS,JUNNAR,Sep-09
JUNNAR(MS),September,2010,17344,990,1620,1360,MS,JUNNAR,Sep-10
JUNNAR(MS),September,2011,10771,583,1350,1017,MS,JUNNAR,Sep-11
JUNNAR(MS),September,2013,20132,2800,4868,3817,MS,JUNNAR,Sep-13
JUNNAR(MS),September,2015,1555,2000,5010,4500,MS,JUNNAR,Sep-15
JUNNAR(MS),October,2005,13401,778,1711,1289,MS,JUNNAR,Oct-05
